   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      79   80   81   86   87
     2   ...      77   78   89   90
     3   ...      72   73   95
     4   ...      76   82   85   91
     5   ...      21   28   29
     6   ...       1    8
     7   ...      92
     8   ...      83
     9   ...      60
    10   ...      57
    11   ...      66
    12   ...      65
    13   ...      10
    14   ...      88
    15   ...      47
    16   ...      45
    17   ...      58   64   74   75   93   94   98   99  101
    18   ...      56   61   67   71   84   97  102
    19   ...      37   41   42   46   48   50   51
    20   ...      16   20   24   32   35
    21   ...      39
    22   ...      43
    23   ...     103  107
    24   ...     100
    25   ...      69
    26   ...      68
    27   ...     106
    28   ...      11
    29   ...      18
    30   ...     109
    31   ...      63
    32   ...      70
    33   ...      62
    34   ...      59
    35   ...      52
    36   ...      34
    37   ...      23   38
    38   ...       9
    39   ...      40
    40   ...      36
    41   ...      27
    42   ...     110
    43   ...      44
    44   ...      49
    45   ...      26   53
    46   ...      55
    47   ...      33
    48   ...       6   14
    49   ...      19
    50   ...       4
    51   ...       2
    52   ...      15
    53   ...      12
    54   ...       5
    55   ...      17
    56   ...       7   30
    57   ...       3
    58   ...      13
    59   ...      25
    60   ...      31
    61   ...      96  105
    62   ...     104
    63   ...      22
    64   ...     108
    65   ...      54
  ------------------------------------------------------------------------
