   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      93   94   95   96  103
     2   ...      88   89   90   98
     3   ...      80
     4   ...      85   86   91   97  113
     5   ...      18   22   25   26
     6   ...       1    8
     7   ...      99
     8   ...     104
     9   ...      68
    10   ...      67
    11   ...      76
    12   ...      72
    13   ...     102
    14   ...     108
    15   ...      56
    16   ...      53
    17   ...      71   79   82   83  101  105  106  110  112
    18   ...      84   87  100  107  111
    19   ...      40   41   43   55   57   58   61
    20   ...      36   38   39   54
    21   ...      37
    22   ...      44
    23   ...     116
    24   ...     115
    25   ...      77
    26   ...      75
    27   ...      23
    28   ...      10
    29   ...      16
    30   ...       9
    31   ...      73
    32   ...      81
    33   ...      69
    34   ...      64
    35   ...      60
    36   ...      66
    37   ...      47   48
    38   ...      33
    39   ...      42
    40   ...      46
    41   ...      31
    42   ...      20
    43   ...      45
    44   ...      52
    45   ...      65
    46   ...      62
    47   ...      28
    48   ...       5
    49   ...      14   19
    50   ...       4
    51   ...       2
    52   ...      17
    53   ...      12
    54   ...       6   29
    55   ...      15
    56   ...      32
    57   ...       3
    58   ...      13
    59   ...      35
    60   ...      34
    61   ...     117  119
    62   ...     118
    63   ...      21
    64   ...     121
    65   ...      63
    66   ...       7
    67   ...      51
    68   ...      24
    69   ...      49
    70   ...      59
    71   ...     114
    72   ...      70
    73   ...      30
    74   ...      92
    75   ...      74
    76   ...     120
    77   ...     122
    78   ...      78
    79   ...     109
    80   ...      50
    81   ...      11
    82   ...      27
  ------------------------------------------------------------------------
