   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      94   95   96   97  106  116  121
     2   ...      92  102
     4   ...      89   98   99  103
     5   ...      19   22
     6   ...       1   10
     7   ...     100
     8   ...     105
     9   ...      72
    10   ...      71
    11   ...      81
    12   ...      84
    13   ...     108
    14   ...     120
    15   ...      53
    16   ...      56
    17   ...      76   77   86   87  104  109  110
    18   ...      82   85   88  101  107  111  115
    19   ...      37   39   40   42   52   59   60
    20   ...      24   34   36   54   57   62   66
    21   ...      51
    22   ...      43
    23   ...     114
    24   ...     117
    25   ...      80
    26   ...      79
    27   ...     127
    28   ...      12
    29   ...      18
    30   ...     125
    31   ...      74
    32   ...      83
    33   ...      69
    34   ...      73
    35   ...      63
    36   ...      68
    37   ...      45
    38   ...      35
    39   ...      41
    40   ...      38
    41   ...      28
    42   ...     126
    43   ...      46
    44   ...      58
    45   ...      64
    46   ...      65
    47   ...      20
    48   ...       6
    49   ...      15
    50   ...       4    5
    51   ...       2
    52   ...      14
    53   ...      13   32
    54   ...       8
    55   ...      17
    56   ...      33
    57   ...       3
    58   ...      16  129
    59   ...      31
    60   ...      30   44
    61   ...     113
    62   ...     122
    63   ...     128
    64   ...       7  123
    65   ...      61
    66   ...       9
    67   ...      49
    68   ...      23
    69   ...      47
    70   ...      55
    71   ...     119
    72   ...      70
    73   ...      27
    74   ...      93
    75   ...      75
    76   ...      21
    77   ...      29
    78   ...      90
    79   ...     112
    80   ...      50
    81   ...      11
    82   ...      25
    83   ...     124
    84   ...      48
    85   ...      78
    86   ...      91
    87   ...      67
    88   ...      26
    89   ...     118
  ------------------------------------------------------------------------
