   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      87   88   89   92   95   98  106
     2   ...      84   85   86   90   94   96
     3   ...      75   76   80  104
     4   ...      82   83   91  100
     5   ...      20   23   26   27   31
     6   ...       1    9
     7   ...     101
     8   ...      97
     9   ...      63
    10   ...      64
    11   ...      68
    12   ...      65
    13   ...     108
    14   ...      93
    15   ...      48
    16   ...      50
    17   ...      62   72   77   79   99  103  109  110  111
    18   ...      69   70   78   81  102  107  113
    19   ...      37   41   43   47   51   52   54
    20   ...      36   38   39   49
    21   ...      40
    22   ...      44
    23   ...     115
    24   ...     112
    25   ...      73
    26   ...      71
    27   ...     117
    28   ...      12
    29   ...      17
    30   ...      30
    31   ...      67
    32   ...      74
    33   ...      66
    34   ...      59
    35   ...      55
    36   ...      61
    37   ...      33
    38   ...      34
    39   ...      42
    40   ...      35
    41   ...      29
    42   ...      22
    43   ...      45
    44   ...      53
    45   ...      56   57
    46   ...      58
    47   ...      32
    48   ...       6
    49   ...      15
    50   ...       5
    51   ...       2
    52   ...      19
    53   ...      13   14
    54   ...       7
    55   ...      18
    56   ...      28
    57   ...       3    4
    58   ...      16
    59   ...      24
    60   ...      10
    61   ...     105  114
    62   ...     116
    63   ...      21
    64   ...       8
    65   ...      60
    66   ...      11
    67   ...      46
    68   ...      25
  ------------------------------------------------------------------------
