   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      91   92   93   94   96  106  114  118
     2   ...      89   98  103
     4   ...      84   95   99  101
     5   ...      17   20
     6   ...       1    9
     7   ...     100
     8   ...     104
     9   ...      70
    10   ...      69
    11   ...      80
    12   ...      82
    13   ...     105
    14   ...     120
    15   ...      50
    16   ...      60
    17   ...      72   76   81   83  102  107  108  109
    18   ...      86   88   97  111  113  116
    19   ...      35   36   37   38   51   55   57
    20   ...      27   33   34   52   54   59   63
    21   ...      48
    22   ...      41
    23   ...     112
    24   ...     117
    25   ...      78
    26   ...      77
    27   ...      22
    28   ...     122
    29   ...      16
    30   ...     126
    31   ...      73
    32   ...      79
    33   ...      67
    34   ...      71
    35   ...      56
    36   ...      66
    37   ...      42
    38   ...      32
    39   ...      39
    40   ...      40   44
    41   ...      26
    42   ...     127
    43   ...      43
    44   ...      61
    45   ...      62
    46   ...      65
    47   ...      19
    48   ...       6
    49   ...      15
    50   ...       4    5
    51   ...       2
    52   ...      12
    53   ...      11   30
    54   ...       7
    55   ...      14
    56   ...      31
    57   ...       3
    58   ...      13  129
    59   ...      28
    60   ...      29
    61   ...     119
    62   ...     121
    63   ...     125
    64   ...     123
    65   ...      58
    66   ...       8
    67   ...      46
    68   ...      21
    69   ...      45
    70   ...      53
    71   ...     115
    72   ...      68
    73   ...      25
    74   ...      90
    75   ...      74
    76   ...      18
    77   ...     128
    78   ...      85
    79   ...     110
    80   ...      49
    81   ...      10
    82   ...      23
    83   ...     124
    84   ...      47
    85   ...      75
    86   ...      87
    87   ...      64
    88   ...      24
  ------------------------------------------------------------------------
