   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      90   91   92  105
     2   ...      86   94   96  101  102  106
     3   ...      80
     4   ...      85   89   93   97
     5   ...      17   22   24   25
     6   ...       1    8
     7   ...     100
     8   ...     104
     9   ...      70
    10   ...      69
    11   ...      81
    12   ...      71
    13   ...     107
    14   ...     109
    15   ...      53
    16   ...      66
    17   ...      73   77   82   83  103  108  110  113  114
    18   ...      84   87   95   98   99  112  115
    19   ...      37   39   43   51   54   55   58
    20   ...      20   35   36   57   60
    21   ...      50
    22   ...      44
    23   ...     119
    24   ...     117
    25   ...      72
    26   ...      76
    27   ...      26
    28   ...     123
    29   ...      16
    30   ...     127
    31   ...      74
    32   ...      78
    33   ...      68
    34   ...      61
    35   ...      59
    36   ...      65
    37   ...      40   48
    38   ...      33
    39   ...      41
    40   ...      38
    41   ...      31
    42   ...     124
    43   ...      42
    44   ...      52
    45   ...      62
    46   ...      64
    47   ...      19
    48   ...       4
    49   ...      13
    50   ...       3    9
    51   ...      30
    52   ...      15
    53   ...      11   34
    54   ...       5   28
    55   ...      14
    56   ...      32
    57   ...       2
    58   ...      12
    59   ...      21
    60   ...       7
    61   ...     120  121
    62   ...     118
    63   ...      18
    64   ...     126
    65   ...      63
    66   ...       6
    67   ...      47
    68   ...      23
    69   ...      45
    70   ...      56
    71   ...     116
    72   ...      67
    73   ...      29
    74   ...      88
    75   ...      75
    76   ...     122
    77   ...     128
    78   ...      79
    79   ...     111
    80   ...      46
    81   ...      10
    82   ...      27
    83   ...     125
    84   ...      49
  ------------------------------------------------------------------------
