   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      85   86   87   90   91   92
     2   ...      83   84   88   93
     3   ...      68   81
     4   ...      79   82   89   96  106
     5   ...      18   21   22
     6   ...       1    9
     7   ...      94
     8   ...      95
     9   ...      62
    10   ...      63
    11   ...      71
    12   ...      69
    13   ...     100
    14   ...      98
    15   ...      49
    16   ...      44
    17   ...      65   70   73   77   97   99  101  102  105
    18   ...      75   76   78   80  108
    19   ...      31   38   40   48   50   51   56
    20   ...      33   36   46   47
    21   ...      42
    22   ...      41
    23   ...     109  112
    24   ...     107
    25   ...      72
    26   ...      67
    27   ...     114
    28   ...      10
    29   ...      16
    30   ...      25
    31   ...      64
    32   ...      74
    33   ...      66
    34   ...      59
    35   ...      52
    36   ...      61
    37   ...      30   37
    38   ...      29   32
    39   ...      34
    40   ...      35
    41   ...      24
    42   ...      19
    43   ...      43
    44   ...      55
    45   ...      53   54
    46   ...      58
    47   ...      27
    48   ...       6
    49   ...      14
    50   ...       5
    51   ...       2
    52   ...      28
    53   ...      11   12
    54   ...       7
    55   ...      15
    56   ...      23
    57   ...       3    4
    58   ...      13
    59   ...      17
    60   ...      26
    61   ...     104  111
    62   ...     110
    63   ...     115
    64   ...     113
    65   ...      60
    66   ...       8
    67   ...      45
    68   ...      20
    69   ...      39
    70   ...      57
    71   ...     103
  ------------------------------------------------------------------------
