   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      95   96   97   98  107  115
     2   ...      94  100  105
     4   ...      89   99  101  103
     5   ...      18   24   26
     6   ...       1    8
     7   ...     102
     8   ...     104
     9   ...      74
    10   ...      72
    11   ...      84
    12   ...      86
    13   ...     108
    14   ...     121
    15   ...      56
    16   ...      58
    17   ...      76   81   85   87  106  109  111  114
    18   ...      91   92  112  113  116  119
    19   ...      39   42   43   48   52   54   59
    20   ...      34   37   38   57   61   63   67
    21   ...      55
    22   ...      45
    23   ...     117
    24   ...     118
    25   ...      78
    26   ...      82
    27   ...      25
    28   ...     124
    29   ...      16
    30   ...     126
    31   ...      79
    32   ...      83
    33   ...      73
    34   ...      75
    35   ...      65
    36   ...      70
    37   ...      44
    38   ...      35
    39   ...      41
    40   ...      40   50
    41   ...      31
    42   ...     127
    43   ...      47
    44   ...      64
    45   ...      66
    46   ...      69
    47   ...      22
    48   ...       5
    49   ...      15   17
    50   ...       3    4    9
    51   ...      30
    52   ...      12
    53   ...      11   33
    54   ...       6   28
    55   ...      14
    56   ...      32
    57   ...       2
    58   ...      13  131
    59   ...      21
    60   ...      36
    61   ...     122
    62   ...     123
    63   ...      19
    64   ...     125  129
    65   ...      62
    66   ...       7
    67   ...      49
    68   ...      23
    69   ...      46
    70   ...      60
    71   ...     120
    72   ...      71
    73   ...      29
    74   ...      93
    75   ...      77
    76   ...      20
    77   ...     130
    78   ...      88
    79   ...     110
    80   ...      53
    81   ...      10
    82   ...      27
    83   ...     128
    84   ...      51
    85   ...      80
    86   ...      90
    87   ...      68
  ------------------------------------------------------------------------
