   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      82   83   84   88   90   93
     2   ...      80   81   85   86
     3   ...      71   73   74   97
     4   ...      77   79   87   94
     5   ...      21   25
     6   ...       1   10
     7   ...      91
     8   ...      92
     9   ...      59
    10   ...      58
    11   ...      68
    12   ...      66
    13   ...      14
    14   ...      89
    15   ...      44
    16   ...      45
    17   ...      60   65   75   76   95   96  101  102  103
    18   ...      61   64   72   78   99  100  105
    19   ...      34   36   39   43   47   50   51
    20   ...      30   31   35   46
    21   ...      38
    22   ...      40
    23   ...     106
    24   ...     104
    25   ...      69
    26   ...      67
    27   ...     109
    28   ...      13
    29   ...      20
    30   ...     111
    31   ...      62
    32   ...      70
    33   ...      63
    34   ...      54
    35   ...      52
    36   ...      57
    37   ...      28
    38   ...      32
    39   ...      37
    40   ...      33
    41   ...      27
    42   ...      24
    43   ...      41
    44   ...      49
    45   ...      48   53
    46   ...      55
    47   ...      26
    48   ...       7
    49   ...      19
    50   ...       5
    51   ...       2
    52   ...      17
    53   ...      15
    54   ...       6
    55   ...      16
    56   ...      12   29
    57   ...       3    4
    58   ...      18
    59   ...      22
    60   ...       9
    61   ...      98  107
    62   ...     108
    63   ...      23  110
    64   ...       8
    65   ...      56
    66   ...      11
    67   ...      42
  ------------------------------------------------------------------------
