   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      88   89   90   92   93   96
     2   ...      86   87
     3   ...     100
     4   ...      81   94   95  101  109
     5   ...      20   21   23   27   28
     6   ...       1   10
     7   ...      99
     8   ...      98
     9   ...      67
    10   ...      66
    11   ...      77
    12   ...      71
    13   ...     105
    14   ...     103
    15   ...      52
    16   ...      49
    17   ...      69   78   79   80  102  106  107  108  112
    18   ...      83   84   91   97  104  111
    19   ...      38   39   40   54   56   58   59
    20   ...      36   37   53   57
    21   ...      48
    22   ...      44
    23   ...     118  120
    24   ...     115
    25   ...      75
    26   ...      74
    27   ...     119
    28   ...      13
    29   ...      17
    30   ...      11
    31   ...      72
    32   ...      76
    33   ...      70
    34   ...      64
    35   ...      61
    36   ...      65
    37   ...      34   43   45
    38   ...       8
    39   ...      41
    40   ...      42
    41   ...      30
    42   ...      25
    43   ...      47
    44   ...      55
    45   ...      51
    46   ...      63
    47   ...      31
    48   ...       6   12
    49   ...      18
    50   ...       5
    51   ...       2
    52   ...      32
    53   ...      14   15
    54   ...       7
    55   ...      19
    56   ...      35
    57   ...       3    4
    58   ...      16
    59   ...      22
    60   ...      33
    61   ...     114  117
    62   ...     116
    63   ...      24
    64   ...     121
    65   ...      62
    66   ...       9
    67   ...      50
    68   ...      26
    69   ...      46
    70   ...      60
    71   ...     110
    72   ...      68
    73   ...      29
    74   ...      85
    75   ...      73
    76   ...     113
    77   ...     122
    78   ...      82
  ------------------------------------------------------------------------
