   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      86   87   88   91   92   94  101
     2   ...      82   84   85   89   95
     3   ...      73   83
     4   ...      79   81   90   96  108
     5   ...      17   21   22  117
     6   ...       1    9
     7   ...      28
     8   ...      99
     9   ...      62
    10   ...      63
    11   ...      69
    12   ...      68
    13   ...     102
    14   ...      98
    15   ...      49
    16   ...      45
    17   ...      64   70   76   77   97  100  103  105  107
    18   ...      72   75   78   80   93  104  110
    19   ...      33   39   40   48   50   51   55
    20   ...      32   36   46   47
    21   ...      42
    22   ...      41
    23   ...     111
    24   ...     109
    25   ...      71
    26   ...      67
    27   ...     114
    28   ...      10
    29   ...      15
    30   ...      25
    31   ...      65
    32   ...      74
    33   ...      66
    34   ...      59
    35   ...      57
    36   ...      61
    37   ...      31   38
    38   ...      30
    39   ...      35
    40   ...      37
    41   ...      24
    42   ...      18
    43   ...      43
    44   ...      54
    45   ...      52   53
    46   ...      58
    47   ...      29
    48   ...       6
    49   ...      16
    50   ...       5   12
    51   ...       2
    52   ...      27
    53   ...      11
    54   ...       7
    55   ...      14
    56   ...      23
    57   ...       3    4
    58   ...      13
    59   ...      20
    60   ...      26
    61   ...     106  113
    62   ...     112
    63   ...     116
    64   ...     115
    65   ...      60
    66   ...       8
    67   ...      44
    68   ...      19
    69   ...      34
    70   ...      56
  ------------------------------------------------------------------------
