   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      94   95   96  106
     2   ...      91  105  107  108
     3   ...      90
     4   ...      87   97   98  100
     5   ...      19   23   25   26
     6   ...       1    9
     7   ...      99
     8   ...     104
     9   ...      72
    10   ...      71
    11   ...      83
    12   ...      79
    13   ...     103
    14   ...     113
    15   ...      56
    16   ...      69
    17   ...      73   84   85   86  102  109  110  114  115
    18   ...      88   89   93  101  111  116
    19   ...      40   41   44   54   57   58   62
    20   ...      33   38   39   60   61
    21   ...      53
    22   ...      46
    23   ...     119
    24   ...     118
    25   ...      77
    26   ...      80
    27   ...      27
    28   ...     124
    29   ...      18
    30   ...     126
    31   ...      75
    32   ...      82
    33   ...      74
    34   ...      70
    35   ...      64
    36   ...      67
    37   ...      45   51
    38   ...      34
    39   ...      43
    40   ...      42
    41   ...      30
    42   ...     125
    43   ...      47
    44   ...      55
    45   ...      65
    46   ...      66
    47   ...      21
    48   ...       5   37
    49   ...      16
    50   ...       3    4   13
    51   ...       8
    52   ...      17
    53   ...      12   36
    54   ...       6   29
    55   ...      15
    56   ...      32
    57   ...       2   10
    58   ...      14
    59   ...      22
    60   ...      35
    61   ...     121  122
    62   ...     120
    63   ...      20
    64   ...     128  129
    65   ...      63
    66   ...       7
    67   ...      50
    68   ...      24
    69   ...      48
    70   ...      59
    71   ...     117
    72   ...      68
    73   ...      31
    74   ...      92
    75   ...      78
    76   ...     123
    77   ...     130
    78   ...      81
    79   ...     112
    80   ...      49
    81   ...      11
    82   ...      28
    83   ...     127
    84   ...      52
    85   ...      76
  ------------------------------------------------------------------------
