   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      89   90   91   97   98
     2   ...      86   88
     3   ...      82   95
     4   ...      84   92   93   99
     5   ...      19   22   24   25
     6   ...       1   10
     7   ...     102
     8   ...      85
     9   ...      70
    10   ...      67
    11   ...      74
    12   ...      73
    13   ...     104
    14   ...      96
    15   ...      51
    16   ...      49
    17   ...      68   75   79   80  101  103  105  106  108
    18   ...      81   83   94  100  107  109  110
    19   ...      36   41   42   53   55   56   61
    20   ...      38   39   52   54
    21   ...      48
    22   ...      44
    23   ...     116
    24   ...     112
    25   ...      78
    26   ...      77
    27   ...     117
    28   ...      12
    29   ...      15
    30   ...     118
    31   ...      72
    32   ...      76
    33   ...      69
    34   ...      65
    35   ...      60
    36   ...      66
    37   ...      35   43   45
    38   ...      34
    39   ...      37
    40   ...      40
    41   ...      28
    42   ...      21
    43   ...      47
    44   ...      57
    45   ...      58   59
    46   ...      64
    47   ...      31
    48   ...       5
    49   ...      17
    50   ...       4
    51   ...       7
    52   ...      29
    53   ...      13   14
    54   ...       6   27
    55   ...      18
    56   ...      33
    57   ...       2    3   11
    58   ...      16
    59   ...      30
    60   ...      32
    61   ...     113  115
    62   ...     114
    63   ...      20
    64   ...       8
    65   ...      63
    66   ...       9
    67   ...      50
    68   ...      23
    69   ...      46
    70   ...      62
    71   ...     111
    72   ...      71
    73   ...      26
    74   ...      87
  ------------------------------------------------------------------------
