   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...      87   88   89   94   95
     2   ...      80   81   83   84  102
     3   ...      85
     4   ...      78   90   91   98  108
     5   ...      19   22   25
     6   ...       1   11
     7   ...     101
     8   ...      96
     9   ...      65
    10   ...      63
    11   ...      66
    12   ...      69
    13   ...     103
    14   ...      93
    15   ...      53
    16   ...      46
    17   ...      67   75   76   77   99  100  104  105  107
    18   ...      79   82   92   97  109
    19   ...      36   40   41   49   52   55   57
    20   ...      35   38   48   54
    21   ...      31   44
    22   ...      42
    23   ...     114
    24   ...     111
    25   ...      73
    26   ...      72
    27   ...     115
    28   ...      12
    29   ...      17
    30   ...      27
    31   ...      68
    32   ...      74
    33   ...      71
    34   ...      62
    35   ...      56
    36   ...      61
    37   ...      43
    38   ...      33
    39   ...      37
    40   ...      39
    41   ...      26
    42   ...      21
    43   ...      45
    44   ...      50
    45   ...      51
    46   ...      60
    47   ...      29
    48   ...       6
    49   ...      18
    50   ...       5
    51   ...       2
    52   ...      28
    53   ...      13   14
    54   ...       7
    55   ...      16
    56   ...      32
    57   ...       3    4
    58   ...      15
    59   ...      24
    60   ...      30
    61   ...     110  113
    62   ...     112
    63   ...      20
    64   ...       9
    65   ...      59
    66   ...      10
    67   ...      47
    68   ...      23
    69   ...      34
    70   ...      58
    71   ...     106
    72   ...      64
    73   ...       8
    74   ...      86
    75   ...      70
  ------------------------------------------------------------------------
