# Distance(A) Potential(eV) # E-fermi shifted to 0.0eV
     19.81796       3.67440
     19.90054       3.74093
     19.98311       3.79233
     20.06569       3.83200
     20.14826       3.86287
     20.23083       3.88686
     20.31341       3.90566
     20.39598       3.92036
     20.47856       3.93197
     20.56113       3.94110
     20.64371       3.94838
     20.72628       3.95414
     20.80886       3.95878
     20.89143       3.96249
     20.97401       3.96552
     21.05658       3.96796
     21.13916       3.96999
     21.22173       3.97165
     21.30431       3.97307
     21.38688       3.97424
     21.46946       3.97527
     21.55203       3.97615
     21.63461       3.97694
     21.71718       3.97763
     21.79976       3.97827
     21.88233       3.97884
     21.96491       3.97939
     22.04748       3.97989
     22.13006       3.98037
     22.21263       3.98083
     22.29521       3.98128
     22.37778       3.98172
     22.46036       3.98215
     22.54293       3.98256
     22.62551       3.98298
     22.70808       3.98339
     22.79065       3.98380
     22.87323       3.98420
     22.95580       3.98460
     23.03838       3.98500
     23.12095       3.98540
     23.20353       3.98580
     23.28610       3.98620
     23.36868       3.98660
     23.45125       3.98699
     23.53383       3.98739
     23.61640       3.98778
     23.69898       3.98817
     23.78155       3.98856
     23.86413       3.98895
     23.94670       3.98934
     24.02928       3.98973
     24.11185       3.99011
     24.19443       3.99049
     24.27700       3.99086
     24.35958       3.99124
     24.44215       3.99161
     24.52473       3.99198
     24.60730       3.99235
     24.68988       3.99271
     24.77245       3.99307
     24.85503       3.99343
     24.93760       3.99378
     25.02018       3.99413
     25.10275       3.99447
     25.18532       3.99481
     25.26790       3.99514
     25.35047       3.99548
     25.43305       3.99581
     25.51562       3.99614
     25.59820       3.99645
     25.68077       3.99677
     25.76335       3.99708
     25.84592       3.99740
     25.92850       3.99770
     26.01107       3.99801
     26.09365       3.99830
     26.17622       3.99860
     26.25880       3.99889
     26.34137       3.99918
     26.42395       3.99946
     26.50652       3.99975
     26.58910       4.00002
     26.67167       4.00030
     26.75425       4.00057
     26.83682       4.00085
     26.91940       4.00111
     27.00197       4.00138
     27.08455       4.00164
     27.16712       4.00191
     27.24970       4.00216
     27.33227       4.00243
     27.41485       4.00267
     27.49742       4.00294
     27.58000       4.00318
     27.66257       4.00344
