  0     0.000000     0.000000    -0.004816   0
  1     0.310900     0.457626    -2.962611   1
  2     0.621799     1.637256    -4.153093   2
  3     0.932699     2.687102    -2.062700   3
  4     1.243598     2.745391     1.601084   4
  5     1.554498     1.913629     3.310099   5
  6     1.865397     0.924049     2.694612   6
  7     2.176297     0.481810    -0.002392   7
