  0     0.000000     0.000000    -0.000273   0
  1     0.249890     0.170395    -1.446447   1
  2     0.499780     0.635379    -2.092533   2
  3     0.749670     1.119572    -1.596926   3
  4     0.999560     1.368931    -0.338131   4
  5     1.249450     1.311086     0.686910   5
  6     1.499339     1.097787     0.849912   6
  7     1.749229     0.991626    -0.002124   7
